Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),496,Mongolia,2012,0.4,2012,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),496,Mongolia,2014,0.2,2014,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),496,Mongolia,2016,0.5,2016,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2000,35.9,2000,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2001,27.6,2001,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2002,16.6,2002,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2003,7.6,2003,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2004,8.7,2004,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2005,14,2005,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2006,2.4,2006,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
1,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),498,Republic of Moldova,2007,1.1,2007,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). Accessed 01 November 2018, World Development Indicators Database.",,G,PERCENT,G
